ip,round,value,rel
10.42.0.119,9172,9.040987096932158,1.0
10.42.0.119,9253,9.06901067684379,1.0
10.42.0.119,9337,9.132373724924381,1.0
10.42.0.120,4737,13.378317213400194,1.0
10.42.0.120,4819,8.207732682025265,1.0
10.42.0.120,4905,8.159258729335097,1.0
10.42.0.120,4992,8.25565304438313,1.0
10.42.0.120,5072,8.11315973027848,1.0
10.42.0.120,5134,8.26254212920924,1.0
10.42.0.120,5196,8.05159352938915,1.0
10.42.0.120,5258,8.289992552241978,1.0
10.42.0.120,5342,7.9913989023857415,1.0
10.42.0.120,5426,8.469514948204354,1.0
10.42.0.120,5506,12.503196979444153,1.0
10.42.0.120,5587,8.296226496221331,1.0
10.42.0.120,5669,8.305640615619653,1.0
10.42.0.120,5751,8.304407999536224,1.0
10.42.0.120,5833,8.146557898163394,1.0
10.42.0.120,5917,8.021285184518451,1.0
10.42.0.120,6004,8.135972512063326,1.0
10.42.0.120,6090,8.124272526821478,1.0
10.42.0.120,6156,8.12331897038384,1.0
10.42.0.120,6219,8.118312057440011,1.0
10.42.0.120,6280,14.413806338485971,1.0
10.42.0.120,6361,8.97732904858007,1.0
10.42.0.120,6445,8.872654422821576,1.0
10.42.0.120,6526,8.938140881936443,1.0
10.42.0.120,6607,8.99055719414332,1.0
10.42.0.120,6690,8.823913029550264,1.0
10.42.0.120,6770,9.043776792848043,1.0
10.42.0.120,6854,8.98607675351185,1.0
10.42.0.120,6936,9.096003026176367,1.0
10.42.0.120,7023,9.082988090535377,1.0
10.42.0.120,7106,12.317137161314216,1.0
10.42.0.120,7172,9.245151110248669,1.0
10.42.0.120,7236,9.235250849027443,1.0
10.42.0.120,7296,9.208494767656246,1.0
10.42.0.120,7371,9.418252256541559,1.0
10.42.0.120,7453,9.407201109967778,1.0
10.42.0.120,7535,8.90220465868759,1.0
10.42.0.120,7617,8.732877022900372,1.0
10.42.0.120,7697,8.735171584426425,1.0
10.42.0.120,7778,8.946399678680944,1.0
10.42.0.120,7860,11.7572079405137,1.0
10.42.0.120,7941,9.000624167659769,1.0
10.42.0.120,8027,9.042290637622655,1.0
10.42.0.120,8115,8.855603068509243,1.0
10.42.0.120,8183,8.832287749603507,1.0
10.42.0.120,8241,9.05387079676511,1.0
10.42.0.120,8308,9.050274252391045,1.0
10.42.0.120,8381,9.061936024052612,1.0
10.42.0.120,8465,9.021328173400882,1.0
10.42.0.120,8547,9.45560010053462,1.0
10.42.0.120,8628,11.704799813332475,1.0
10.42.0.120,8710,9.228801416805688,1.0
10.42.0.120,8791,9.249838806356347,1.0
10.42.0.120,8873,9.277142352098682,1.0
10.42.0.120,8960,9.154123267353274,1.0
10.42.0.120,9045,8.984447050971784,1.0
10.42.0.120,9131,8.926421988209192,1.0
10.42.0.120,9203,9.077918619076875,1.0
10.42.0.120,9264,9.09569944648565,1.0
10.42.0.120,9325,9.154344706200092,1.0
10.42.0.121,4699,6.87179494591121,1.0
